name,classification,GBS-A_Feb2024,GBS-A_Jun2024,GBS-A_Mar2013,GBS-B_Feb2024,GBS-B_Jun2024,GBS-C_Feb2024,GBS-C_Jun2024,GBS-C_Mar2013,GBS-E_Mar2013,GBS-W_Jun2024,Abundance
GBS-85_Mar13_bin.034,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__,0,3.8,5.4,0.2,0.1,16.6,1.9,0.5,0.1,0,28.8
Caldilinea sp937128415,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp937128415,0,0,0,0,0,0,0,0,0,0,0
JAOUNA01 sp029881215,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__JAOUNA01;s__JAOUNA01 sp029881215,0,0,0,0,0,0,0,0,0,0,0
Prescottella defluvii_A,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Prescottella;s__Prescottella defluvii_A,0,0,0,0,0,0,0,0,0,0,0
GBS-85_Mar13_bin.050,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Minisyncoccales;f__GCA-002788555;g__;s__,0,0,40.3,0,0,3.4,0.5,0,0,0,44.2
Desulforudis sp040757205,d__Bacteria;p__Bacillota;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulforudaceae;g__Desulforudis;s__Desulforudis sp040757205,0,0,0,0,0,0,0,0,0,0,0
Korarchaeum sp020833055,d__Archaea;p__Korarchaeota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum sp020833055,0,0,0,0,0,0,0,0,0,0,0.1
GBS-C_Feb24_bin.028,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__;s__,0,0.1,0.3,0,0,2.1,0.1,0,0,0,2.5
JAJZIR01 sp021810505,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__JAJZIR01;s__JAJZIR01 sp021810505,0,0,0,0,0,0,0,0,0,0,0
Agromyces sp913053875,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__Agromyces sp913053875,0,0,0,0,0,0,0,0,0,0,0
Aquifex aeolicus_A,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus_A,0,0,0,0,0,0,0,0,0,0,0.1
JAGPUQ01 sp913060555,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__JAGPUQ01;s__JAGPUQ01 sp913060555,0,0,0,0,0,0,0,0,0,0,0
Bipolaricaulis sp037442305,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__Bipolaricaulis;s__Bipolaricaulis sp037442305,0,0,0,0,0,0.1,0,0,0,0,0.1
CAIKXV01 sp947458835,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__CAIKXV01;g__CAIKXV01;s__CAIKXV01 sp947458835,0,0,0,0,0,0,0,0,0,0,0
VBCG01 sp022709775,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__VBCG01 sp022709775,0,0,0,0,0,0,0,0,0,0,0
GBS60_3300020153_31,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Thermodesulforhabdaceae;g__JAOACS01;s__,0,0.1,0.4,0,0.1,0.4,0.6,0.2,3.3,0,5
CAIMWE01 sp903845115,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__CAIMWE01;s__CAIMWE01 sp903845115,0,0,0,0,0,0,0,0,0,0,0
GBS-C_Feb24_bin.072,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__,0.1,0.8,0.6,0,0,3.6,0.7,0,0.1,0,5.9
JAKOUY01 sp037045185,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__JAKOUY01;s__JAKOUY01 sp037045185,0,0,0.1,0,0,0,0,0,0,0,0.1
Rudaea sp018240545,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rudaea;s__Rudaea sp018240545,0,0,0,0,0,0,0,0,0,0,0
Thermophilibacter sp959598545,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter sp959598545,0,0,0,0,0,0,0,0,0,0,0
Zestosphaera sp020833255,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__Zestosphaera;s__Zestosphaera sp020833255,0,0,0,0,0,0.1,0,0,0,0,0.2
Egicoccus halophilus,d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Egicoccus;s__Egicoccus halophilus,0,0,0,0,0,0,0,0,0,0,0
DTER01 sp014360945,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__DTER01;s__DTER01 sp014360945,0,0.2,1.1,0,0,2.4,0.2,0,0,0,3.8
Tepidifontimicrobium sp938028835,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__Sysuimicrobiaceae;g__Tepidifontimicrobium;s__Tepidifontimicrobium sp938028835,0,0,0.3,0,0,0.1,0.1,0,0.1,0,0.5
JAKOVR01 sp029782025,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__JAKOVR01;s__JAKOVR01 sp029782025,0,0,0,0,0,0,0,0,0,0,0
CTSoil-043 sp017882025,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__CTSoil-043 sp017882025,0,0,0,0,0,0,0,0,0,0,0
CAG-873 sp947174915,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp947174915,0,0,0,0,0,0,0,0,0,0,0
JAAFGM01 sp938034415,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J036;f__Brachytrichaceae;g__JAAFGM01;s__JAAFGM01 sp938034415,0,0,0,0,0,0,0,0,0.1,0,0.1
GBS-C_Feb24_bin.085,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Minisyncoccales;f__GBS-2;g__GBS-2;s__,0,0.3,28.1,0,0,30.3,7.4,0.1,0,0,66.3
Mycobacterium sp021648845,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp021648845,0,0,0,0,0,0,0,0,0,0,0
Caldipriscus sp039802605,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__Caldipriscus;s__Caldipriscus sp039802605,0,0,0,0.1,0.1,0,0,0.1,0,0,0.3
SpSt-77 sp034435875,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__DUEL01;g__SpSt-77;s__SpSt-77 sp034435875,0,0,0.1,0,0,0.1,0,0,0.7,0,1
DATLZM01 sp035573995,d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DATLZM01;s__DATLZM01 sp035573995,0,0,0,0,0,0,0,0,0,0,0
CAIXZV01 sp038250545,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CAIXZV01;s__CAIXZV01 sp038250545,0,0,0,0,0,0,0,0,0,0,0
DTER01 sp037439765,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__DTER01;s__DTER01 sp037439765,0,0.2,1.1,0,0,2.3,0.2,0,0,0,3.8
UBA11096 sp037481935,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp037481935,0,0,0,0,0,0,0,0,0,0,0.1
DATLGD01 sp035540755,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__SCTD01;g__DATLGD01;s__DATLGD01 sp035540755,0,0,0,0,0,0,0,0,0,0,0
Ribeiella danica,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Ribeiella;s__Ribeiella danica,0,0,0,0,0,0,0,0,0,0,0
Caldilinea sp003451595,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp003451595,0,0,0,0,0,0,0,0,0,0,0
Gloeomargarita sp025062155,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__Gloeomargarita;s__Gloeomargarita sp025062155,0,0,0,0,0,0,0,0,0.1,0,0.1
DTER01 sp938084765,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__DTER01;s__DTER01 sp938084765,0,0.1,0.6,0,0,1.5,0.1,0,0,0,2.4
CAKZKT01 sp937124585,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__CG2-30-64-16;g__CAKZKT01;s__CAKZKT01 sp937124585,0,0,0,0,0,0,0,0,0,0,0
WFXV01 sp026989475,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__WFXV01;s__WFXV01 sp026989475,0,0,0,0,0,0,0,0,0,0,0
Thermoflexus sinensis,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus sinensis,0,0,0,0,0,0,0.1,0,0,0,0.2
GBS-C_Feb24_bin.013,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__;s__,0,0.2,0.3,0,0,3,0.1,0,0,0,3.5
GBS-60_Mar13_bin.124,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__JANXAQ01;s__,0,0,0,0,0,0,0,0,2.9,0,2.9
WYZ-LMO11 sp004348015,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__WYZ-LMO11 sp004348015,0,0,0,0,0,0.1,0,0,0,0,0.1
Bog-756 sp963977795,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp963977795,0,0,3,0,0,0,0,0,0,0,3.1
JAOAAG01 sp034435075,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__JAOAAG01;s__JAOAAG01 sp034435075,0,0,0,0,0,0,0,0,0.9,0,0.9
GBS-85_Mar13_bin.090,d__Bacteria;p__Desulfobacterota;c__B13-G15;o__B13-G15;f__B13-G15;g__B73-G16;s__,0,0.1,22.9,0,0,10.9,0.5,0,0,0,34.5
Rhodococcus_F sp004211695,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_F;s__Rhodococcus_F sp004211695,0,0,0,0,0,0,0,0,0,0,0
Nitrososphaera sp036741615,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp036741615,0,0,0,0,0,0,0,0,0,0,0
Hydrogenobacter hydrogenophilus,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Hydrogenobacter;s__Hydrogenobacter hydrogenophilus,0,0,0,0,0,0,0,0,0,0,0.1
SKWV01 sp013697735,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__SKWV01;s__SKWV01 sp013697735,0,0,0,0,0,0,0,0,0,0,0
GBS-C_Feb24_bin.093,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__,0,1.6,6.3,0.4,0,21.1,0.9,0.1,0,0,30.5
CAIXZV01 sp021783095,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CAIXZV01;s__CAIXZV01 sp021783095,0,0,0,0,0,0,0,0,0,0,0
GBS-60_Mar13_bin.058,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__DTHT01;s__,0,0,0.3,0,0,0.1,0,0,9,0,9.4
Thermoflexus sp030550075,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus sp030550075,0,0,0.1,0,0,0.1,0.1,0,0,0,0.3
Sysuimicrobium calidum,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__Sysuimicrobiaceae;g__Sysuimicrobium;s__Sysuimicrobium calidum,0,0,0,0,0,0,0,0,0,0,0.1
Tepidifontimicrobium thermophilum,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__Sysuimicrobiaceae;g__Tepidifontimicrobium;s__Tepidifontimicrobium thermophilum,0,0,0.3,0,0,0.1,0.1,0,0.1,0,0.5
GBS-C_Jun24_bin.072,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__,0,5.5,1.3,0.3,0,6.8,4.4,0.2,0,0,18.7
DTUCFX13 sp021462855,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JACRBR01;g__DTUCFX13;s__DTUCFX13 sp021462855,0,0,0,0,0,0,0,0,0,0,0
GBS-C_Feb24_bin.142,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__,0,0.1,20.7,0,0,19.8,0.8,0,1.6,0,43.1
WS-2 sp041483195,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-2;s__WS-2 sp041483195,0,0,0,0,0,0,0,0,0,0,0
Allorhizobium paknamense,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium;s__Allorhizobium paknamense,0,0,0,0,0,0,0,0,0,0,0
B23 sp937898665,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__B23;g__B23;s__B23 sp937898665,0,0,0,0,0,0,0,0,0,0,0
GBS-C_Feb24_bin.180,d__Bacteria;p__WOR-3;c__Hydrothermia;o__Hydrothermales;f__Hydrothermaceae;g__JBDRZD01;s__,0,0.2,3.4,0,0,6.3,0.5,0,0,0,10.4
Woeseia sp937925605,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__Woeseia;s__Woeseia sp937925605,0,0,0,0,0,0,0,0,0,0,0
Dietzia cinnamea_A,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia cinnamea_A,0,0,0,0,0,0,0,0,0,0,0
Caldilinea sp016861025,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp016861025,0,0,0,0,0,0,0,0,0,0,0
Conexibacter arvalis,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__Conexibacter arvalis,0,0,0.1,0,0,0,0,0,0,0,0.1
CTSoil-043 sp017881985,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__CTSoil-043 sp017881985,0,0,0,0,0,0,0,0,0,0,0
JAAFGM01 sp003696945,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J036;f__Brachytrichaceae;g__JAAFGM01;s__JAAFGM01 sp003696945,0,0,0,0,0,0,0,0,0,0,0.1
JBDOIF01 sp041082215,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__DUEL01;g__JBDOIF01;s__JBDOIF01 sp041082215,0,0,0.1,0,0,0,0,0,0.1,0,0.2
Streptomyces sp018070565,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp018070565,0,0,0,0,0,0,0,0,0,0,0
B73-G16 sp003646585,d__Bacteria;p__Desulfobacterota;c__B13-G15;o__B13-G15;f__B13-G15;g__B73-G16;s__B73-G16 sp003646585,0,0,0.1,0,0,0,0,0,0,0,0.1
Korarchaeum cryptofilum,d__Archaea;p__Korarchaeota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum cryptofilum,0,0,0.1,0,0,0,0,0,0,0,0.1
JAUQQI01 sp040289115,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__JAUQQI01;f__JAUQQI01;g__JAUQQI01;s__JAUQQI01 sp040289115,0,0,0.1,0,0,0,0,0,0,0,0.2
HRBIN15 sp037445735,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__HRBIN15;s__HRBIN15 sp037445735,0,0,0.2,0,0,0,0.1,0,0.1,0,0.5
HRBIN16 sp002898895,d__Bacteria;p__Armatimonadota;c__HRBIN16;o__HRBIN16;f__HRBIN16;g__HRBIN16;s__HRBIN16 sp002898895,0,0,0,0,0,0,0,0,0.1,0,0.1
Hydrogenobacter sp037924335,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Hydrogenobacter;s__Hydrogenobacter sp037924335,0,0,0,0,0,0,0,0,0,0,0
PALSA-350 sp021799945,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__PALSA-350;s__PALSA-350 sp021799945,0,0,0,0,0,0,0,0,0.1,0,0.2
JACKNM01 sp024234875,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__HK1;f__HK1;g__JACKNM01;s__JACKNM01 sp024234875,0,0,0,0,0,0,0,0,0,0,0
Thermosaccharophagus gerlachensis,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__DRYI01;g__Thermosaccharophagus;s__Thermosaccharophagus gerlachensis,0.2,7,30.7,0.3,0.4,83.7,5.3,1.3,0,0,128.8
Humicultor riflensis,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__Humicultoraceae;g__Humicultor;s__Humicultor riflensis,0,0,0,0,0,0,0,0,0,0,0
JAAFGM01 sp937959265,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J036;f__Brachytrichaceae;g__JAAFGM01;s__JAAFGM01 sp937959265,0,0,0,0,0,0,0,0,0,0,0
GBS-C_Feb24_bin.166,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SCSR01;g__;s__,0,0,0.2,0,0,0.8,0.1,0,0.1,0,1.2
Solirubrobacter soli,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Solirubrobacter soli,0,0,0,0,0,0,0,0,0,0,0
JACIWP01 sp938049385,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JACIWP01;f__JACIWP01;g__JACIWP01;s__JACIWP01 sp938049385,0,0,0,0,0,0,0,0,0,0,0.1
Caldilinea sp002391565,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp002391565,0,0,0,0,0,0,0,0,0,0,0
S140-20 sp015484715,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__S140-20;s__S140-20 sp015484715,0,0,0,0,0,0,0,0,0,0,0.1
Burkholderia sp017104645,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia sp017104645,0,0,0,0,0,0,0,0.4,0,0,0.5
JANXCC01 sp041641035,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__DRXL01;g__JANXCC01;s__JANXCC01 sp041641035,0,0,0.1,0,0,0,0,0,0.1,0,0.2
JAKLKS01 sp023150535,d__Bacteria;p__Planctomycetota;c__JAJSAM01;o__JAKLKS01;f__JAKLKS01;g__JAKLKS01;s__JAKLKS01 sp023150535,0,0,0,0,0,0,0,0,0,0,0
Meiothermus sp040290005,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Meiothermus;s__Meiothermus sp040290005,0,0,0,0,0,0,0,0,0,0,0
Sysuimicrobium sp025059775,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__Sysuimicrobiaceae;g__Sysuimicrobium;s__Sysuimicrobium sp025059775,0,0,0,0,0,0,0,0,0,0,0.1
UBA7803 sp040219935,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae;g__UBA7803;s__UBA7803 sp040219935,0,0,0,0,0,0,0,0,0,0,0
DTBU01 sp038870975,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp038870975,0,0,0,0,0,0,0,0,0,0,0
DASTDY01 sp035710125,d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__EFPC-124;g__DASTDY01;s__DASTDY01 sp035710125,0,0,0,0,0,0,0,0,0,0,0
AR12 sp003220225,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR12;s__AR12 sp003220225,0,0,0,0,0,0,0,0,0,0,0
SpSt-77 sp034432695,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__DUEL01;g__SpSt-77;s__SpSt-77 sp034432695,0,0,0.1,0,0,0.1,0,0,0.5,0,0.7
DATLGB01 sp034664525,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__DATLGB01;s__DATLGB01 sp034664525,0,0,0,0,0,0,0,0,0,0,0
JANXCC01 sp947085185,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__DRXL01;g__JANXCC01;s__JANXCC01 sp947085185,0,0,0.2,0,0,0,0.1,0,0.3,0,0.7
JdFR-47 sp002011415,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__JdFR-47;s__JdFR-47 sp002011415,0,0,0,0,0,0.1,0,0,0,0,0.1
SpSt-583 sp937952305,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__SpSt-583;s__SpSt-583 sp937952305,0,0,0,0,0,0,0,0,0,0,0
JBDHWI01 sp039810125,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J036;f__Brachytrichaceae;g__JBDHWI01;s__JBDHWI01 sp039810125,0,0,0,0,0,0,0,0,0,0,0
SL1-B47 sp029975165,d__Bacteria;p__Bacillota;c__Negativicutes;o__Sporomusales;f__UBA7701;g__SL1-B47;s__SL1-B47 sp029975165,0,0,0,0,0,0,0,0,0,0,0
SDU3-3 sp009268125,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__SDU3-3;s__SDU3-3 sp009268125,0,0,0,0,0,0,0,0,0,0,0
SIAQ01 sp035656475,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__SIAQ01;s__SIAQ01 sp035656475,0,0,0,0,0,0,0,0,0,0,0
GBS-85_Mar13_bin.082,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__JAUQQI01;f__JAUQQI01;g__JAUQQI01;s__,0,0,2.8,0,0,0.2,0.4,0,0.2,0,3.5
GBS60_3300020153_33,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__CALKZT01;f__CALKZT01;g__;s__,0,0,0,0,0,0,0,0,4.9,0,4.9
UBA11096 sp037925075,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp037925075,0,0,0,0,0,0,0,0,0,0,0.1
HRBIN29 sp034431815,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__HRBIN29;s__HRBIN29 sp034431815,0,0,0,0,0,0,0,0,0,0,0
Thermodesulfobacterium sp021163085,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium sp021163085,0,0,0.1,0,0,0,0,0,0,0,0.1
Conexibacter woesei,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__Conexibacter woesei,0,0,0,0,0,0,0,0,0,0,0.1
Escherichia coli_F,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_F,0,0,0,0,0,0,0,0,0,0,0.1
Oscillochloris sp019599295,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__Oscillochloris sp019599295,0,0,0,0,0,0,0,0,0,0,0
SCQP01 sp035531375,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SCQP01;g__SCQP01;s__SCQP01 sp035531375,0,0,0,0,0,0,0,0,0,0,0
GBS-C_Feb24_bin.179,d__Bacteria;p__Dictyoglomota;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__Dictyoglomus;s__,0,0,0.8,0,0,4,0,0,0,0,4.8
Caldilinea sp025055055,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp025055055,0,0,0,0,0,0,0,0,0,0,0
RSA9 sp003242735,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__RSA9;g__RSA9;s__RSA9 sp003242735,0,0,0,0,0,0,0,0,0,0,0
GBS-60_Mar13_bin.011,d__Bacteria;p__Armatimonadota;c__DTGP01;o__;f__;g__;s__,0,0,0.6,0,0,0,0,0,3,0,3.6
Thermodesulfobacterium geofontis_A,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium geofontis_A,0,0,0.1,0,0,0.1,0,0,0,0,0.2
